name,tau,delta1,delta2,exp_id,lambda,rounds,rt_sum,rt_list
usual-plant-4275,5,0.05,0.02,tpcds_shifting_1_MAB_80,0.8,0,1127078401.880515,"[68346537.259857, 27099396.273275, 35748230.937052995, 1704313.307706, 27278093.064174, 24032348.737838, 8275348.077774, 30653152.785599, 9618435.741057, 46509057.034203, 63083511.00580599, 3504422.541322, 13012419.833905, 11644762.136693, 20919838.658094, 15616846.087833, 17863672.297263, 15071319.191537, 36499521.634012, 30204885.613032, 3744810.969053, 1493578.235657, 1000551.424916, 1139143.967182, 1105342.999767, 2432886.278803, 908188.324844, 980559.801074, 1262133.686277, 1101718.789093, 1236808.2407870002, 1129881.558567, 1108944.300491, 1215744.422289, 2071477.810938, 1125349.129632, 1123561.770092, 1189740.762284, 1025134.971589, 896274.4397400002, 4457847.292417, 4360004.924656999, 4779433.341013, 4319238.35839, 4465835.742779999, 4501158.34976, 4405032.228096999, 4370472.556789, 4345405.325700001, 4420057.626706, 4397005.425100001, 4408513.1182659995, 4380190.272694, 4478656.412928999, 4384771.066427, 4383295.779531, 4339906.1584520005, 4916013.585615, 4378589.314812, 4373709.599381, 9742442.494381, 50099520.399474, 17754859.536114, 48785525.724426, 11919648.036119, 15584510.84548, 25922666.295631003, 24573336.184916, 45189925.560248, 45855156.797603, 5390308.679133001, 12865219.457436, 5053389.908027, 7760336.842799, 50009486.598852, 60824048.017679, 15565639.137335995, 26705078.007276, 12317111.38782, 12317111.389141]"
crimson-dragon-4274,15,0.5,0.01,tpcds_random_10_MAB_rep20_round20,0.8,0,1219045919.910427,"[79563047.59025198, 78622747.16162398, 60164280.67551501, 14941032.290428996, 111497276.574611, 21178785.264162004, 45619090.207908005, 82955637.84829296, 181452093.94482905, 36137582.179164, 44410401.795646995, 130540543.01006702, 11861568.937281, 17566005.016386, 54494229.90509399, 79786279.358823, 20544525.274324995, 121200220.454124, 13559617.75529, 12950954.666603]"
distinctive-firebrand-4273,3,0.05,0.02,tpcds_shifting_1_MAB_80,0.8,0,1134417164.7051764,"[68346537.279424, 27099396.244407997, 35748230.937018, 1704313.307742, 27278093.064965, 24032348.718342, 8923138.694189, 29948988.255037, 8928003.953037, 46385436.490701, 63083486.99609199, 4849003.935334, 12878831.123655, 11664331.623166, 19523081.682601, 15477064.903969, 17791612.47366, 14947295.183135, 36424535.733083, 30109084.622586, 3744810.9514310006, 1493578.2351989998, 1000551.416524, 1560986.66108, 1563407.4505939996, 1735248.6908129998, 1385915.688424, 1429877.591425, 2368320.993228, 1558493.8383669998, 1663754.80483, 1554783.00324, 2186644.90166, 1206526.4121569998, 962473.968544, 1134768.058673, 1133186.283389, 2259304.281416, 1025134.950297, 896345.9704920001, 4457847.271458, 5453344.575138, 5049779.685372001, 5079798.848567001, 4465751.6244169995, 5658769.450734, 4313660.34029, 4435629.55402, 4410562.32759, 4419973.513562, 5619986.86026, 4408429.009524, 4380190.258673999, 4413415.303874, 4384771.065832, 4383295.762554, 4339906.149598001, 4389412.725881, 4378589.295709, 4373709.5842969995, 9744655.465674998, 50099520.38656701, 18201680.227102, 48783371.81438801, 11921801.995987, 15137251.715867, 26369486.985153005, 24571750.294869997, 45189925.556838, 45853002.914271, 5392462.610247001, 12865219.475432, 4966628.442434001, 8209311.465016, 49560508.644760005, 60824048.046192, 15563485.244467998, 26705078.025923, 12317111.406654, 12317111.406054]"
dauntless-fire-4272,10,0.5,0.01,tpcds_random_10_MAB_rep20_round20,0.8,0,1218499433.727634,"[79563047.57845199, 78622747.095544, 60164280.56936601, 14941032.229655996, 111497276.52717102, 21178785.183452003, 45619090.164688, 82955637.82316896, 181452093.89140803, 36137582.125357, 44410401.75463399, 130540542.99782102, 11861568.931105, 17566004.995564, 53561320.981635, 78086917.78096001, 22174094.168565, 120391943.559512, 14541218.554341998, 13233846.815232996]"
cosmic-firefly-4271,70,0.05,0.01,tpcds_shifting_1_MAB_80,0.8,0,1129047985.3250382,"[68346537.27956401, 27099396.247078996, 35748230.94099, 1704313.307422, 27278093.065294, 24032348.723622, 8275348.078404, 30592632.920429, 9618435.740947, 47577410.415633, 63780294.21428499, 3504422.543363, 13012419.833623, 11734497.679891, 19545794.00083, 15532851.429913, 17923336.014136, 15199189.124083, 36650615.933772, 30109108.623295, 3744810.952786, 1493578.237793, 1000551.421192, 1139143.947741, 1105342.991535, 1317394.2964199998, 2089428.553876, 980559.780715, 1252728.880005, 1090985.286625, 1246768.166818, 1130002.1397920002, 1107883.0893670002, 1206610.8306689998, 952582.650871, 1125365.190148, 1123839.129716, 1189837.329681, 1025259.689159, 896482.759199, 4457847.269846, 5453344.560509, 5049779.683717, 5081301.46704, 4465751.627017, 4435833.140362, 4379397.946324999, 5593803.7077359995, 4345321.217363001, 4419973.522671, 4396921.317173, 4408429.006328, 4380190.256494, 4413415.282961, 4384771.042932, 4383295.734053, 4339906.143348, 4388916.224006, 4378589.296601, 4372185.426306, 9744655.445281, 50099520.377094, 18201680.208672, 48783371.798215, 11921801.936549, 15584507.457671002, 25920512.369214, 24573336.168483, 45192079.438622, 45853002.898874, 5392462.587724001, 12863065.547777, 5055543.817916, 7554151.718374999, 49562172.899113, 60824048.018171, 15565639.139396995, 26706651.498545, 12317111.388119, 12319265.297755]"
splendid-armadillo-4270,8,0.5,0.01,tpcds_random_10_MAB_rep20_round20,0.8,0,1219120111.694357,"[79563047.58294399, 78622747.09706399, 60164280.55649201, 14941032.229688996, 111497276.528956, 21178785.185537003, 45619090.164137, 82955637.79713696, 181452093.892384, 36137582.124475, 44410401.752689, 130540542.99737102, 11861568.926701, 17465200.334274996, 53108457.73913599, 78075451.240263, 22170057.899178997, 120333316.638579, 14541218.552227998, 14482322.455120998]"
misunderstood-violet-4269,50,0.05,0.01,tpcds_shifting_1_MAB_80,0.8,0,1129047985.4189024,"[68346537.27295901, 27099396.243622, 35748230.941364, 1704313.307342, 27278093.063891, 24032348.722829, 8275348.077212, 30592632.917716, 9618435.739606, 47577410.416989, 63780294.217273995, 3504422.550287, 13012419.848421002, 11734497.700912, 19545794.002849, 15532851.432082, 17923336.015665002, 15199189.125006, 36650615.934374, 30109108.624473, 3744810.954258001, 1493578.236316, 1000551.42122, 1139143.948014, 1105342.992493, 1317394.2983229998, 2089428.553777, 980559.781803, 1252728.881936, 1090985.288214, 1246768.169043, 1130002.141588, 1107883.094643, 1206610.832358, 952582.653569, 1125365.1920800002, 1123839.1317510002, 1189837.33224, 1025259.693498, 896482.7646069999, 4457847.271447999, 5453344.575227, 5049779.68542, 5081301.469958, 4465751.630283, 4435833.143514, 4379397.953872999, 5593803.7091149995, 4345321.219169001, 4419973.518979001, 4396921.318998001, 4408429.008502999, 4380190.259432, 4413415.285089, 4384771.045347, 4383295.735631, 4339906.145323, 4388916.225156001, 4378589.297507, 4372185.427995, 9744655.448186, 50099520.338314, 18201680.207321003, 48783371.798193, 11921801.936017, 15584507.459008005, 25920512.368859, 24573336.167907, 45192079.438575, 45853002.897183, 5392462.587162001, 12863065.547928, 5055543.817485, 7554151.718977, 49562172.905554, 60824048.01916999, 15565639.137823, 26706651.498083, 12317111.386984, 12319265.297602]"
giddy-surf-4268,5,0.5,0.01,tpcds_random_10_MAB_rep20_round20,0.8,0,1216952297.458621,"[79563047.58561198, 78622747.096231, 60164280.55409401, 14941032.228791997, 111497276.529517, 21178785.183726, 45619090.163285, 82955637.79881597, 181452093.892818, 36137582.119825006, 48344609.07726599, 129682969.18907602, 11103126.581164, 17465200.331478998, 53557696.90798299, 78750994.612466, 20079945.988464992, 120389325.068028, 13559617.713917, 11887238.836061]"
still-haze-4267,25,0.05,0.01,tpcds_shifting_1_MAB_80,0.8,0,1129047985.281386,"[68346537.272506, 27099396.245484997, 35748230.939536996, 1704313.305854, 27278093.06358, 24032348.723375, 8275348.073765, 30592632.918074, 9618435.738601, 47577410.413472, 63780294.212772, 3504422.543009, 13012419.833116, 11734497.679962, 19545793.999393996, 15532851.429196, 17923336.013242003, 15199189.125414, 36650615.934851, 30109108.624898, 3744810.954499, 1493578.237633, 1000551.4232289998, 1139143.949296, 1105342.992707, 1317394.2962559997, 2089428.552867, 980559.780415, 1252728.880949, 1090985.287218, 1246768.1672500002, 1130002.141099, 1107883.091461, 1206610.8302859997, 952582.650721, 1125365.1908550002, 1123839.1304630002, 1189837.329682, 1025259.690604, 896482.760904, 4457847.267521, 5453344.552451, 5049779.6837100005, 5081301.46747, 4465751.627390999, 4435833.142997, 4379397.948407999, 5593803.708853, 4345321.226417, 4419973.519522, 4396921.317770001, 4408429.007352999, 4380190.256909, 4413415.283385, 4384771.043861, 4383295.734886, 4339906.1439970005, 4388916.22379, 4378589.297223, 4372185.426511, 9744655.444756, 50099520.340741, 18201680.217359003, 48783371.798789, 11921801.936797, 15584507.458167002, 25920512.368314, 24573336.167797, 45192079.438176, 45853002.897884, 5392462.5869080005, 12863065.546571, 5055543.816593001, 7554151.716596, 49562172.896347, 60824048.017228, 15565639.138148, 26706651.499909, 12317111.387969, 12319265.297415]"
glowing-smoke-4266,3,0.5,0.01,tpcds_random_10_MAB_rep20_round20,0.8,0,1212892324.908388,"[79563047.58233398, 78622747.120218, 60164280.556107014, 14941032.229222996, 111497276.527776, 21178785.183655005, 45619090.164128, 82955637.79779796, 181452093.887114, 35254732.116572, 44891020.52662901, 129448467.380711, 12538666.133505998, 17465200.337346997, 53557583.243540995, 78075464.384275, 20079596.742903993, 120384549.05119, 13559617.716041, 11643436.227319002]"
lilac-bush-4265,15,0.05,0.01,tpcds_shifting_1_MAB_80,0.8,0,1127442667.8310146,"[68346537.272476, 27099396.245032, 35748230.939864, 1704313.307219, 27278093.064742, 24032348.723699, 8275348.077286, 30592632.91904, 9618435.746947, 47577410.414758, 63780294.21624699, 3504422.544608, 13012419.8339, 11734497.680171, 19545794.000125, 15532851.429955, 17923336.012794003, 15199189.124778, 36650615.934119, 30109108.624394003, 3744810.952496001, 1493578.2342909998, 1000551.422295, 1139143.9478139998, 1105342.987891, 2432886.261979, 908188.308535, 980559.780197, 1262133.6673889998, 1101718.771803, 1236808.2217090002, 1129881.540646, 1108944.280317, 1215744.410222, 962473.970747, 1126282.120697, 1123561.752014, 1189740.730871, 1035183.680649, 896345.9603630002, 4457847.269567, 4755522.430779, 4417114.573776, 4771899.948473999, 4465751.64143, 4435833.150572, 4314156.85055, 4370388.455621, 4343792.146279001, 4419973.519331001, 4396921.315259, 4408429.008946, 4380190.255108, 4413415.28483, 4384771.044721, 4383295.7306470005, 4785602.259184, 4916131.609237, 4461515.459416999, 4914556.5457109995, 9744655.439766, 50099520.339681, 17754859.520594, 48785525.710847, 11919648.02556, 15584510.830172, 25922666.27923, 24573336.168968, 45189925.538556, 45855156.79998501, 5390308.680426001, 12865219.459955, 5053389.909641, 7760336.849679001, 49560508.62950601, 60824048.019852, 15563485.229639998, 26705078.009899, 12317111.390101, 12317111.384439]"
easy-blaze-4264,70,0.3,2e-07,tpcds_random_10_MAB_rep20_round20,0.8,0,1221142851.107711,"[79563047.59786099, 78622747.123368, 60164280.636055015, 14941032.265572997, 111497276.561917, 21178785.223476004, 45619090.197521, 82955637.83126296, 181452093.93070105, 36137582.166044, 44410401.79949699, 130540543.03587702, 11861568.969445, 17566005.036221, 54494229.90458099, 79786279.368745, 20544525.28269099, 121200220.472965, 15019925.722047, 13587577.981863]"
lilac-elevator-4263,10,0.05,0.01,tpcds_shifting_1_MAB_80,0.8,0,1126505178.183707,"[68346537.271821, 27099396.246180996, 35748230.939647995, 1704313.306313, 27278093.063537, 24032348.722782, 8275348.081054, 30592632.915216003, 9618435.739223, 47577410.414593995, 63780294.21405999, 3504422.54304, 13012419.832574, 11734497.679205, 19545793.999992, 15532851.430522, 17923336.012979, 15199189.122687, 36650615.932311, 30109108.621907003, 3744810.950893, 1493578.23696, 1000551.420466, 1139143.9467449998, 1863598.881691, 1325880.23957, 918345.821774, 980559.781381, 1262133.667499, 1101718.771267, 1238201.83039, 1129881.540036, 1117430.215658, 2341813.000401, 952618.591024, 1126282.120768, 1124700.350393, 1191311.5700769995, 1024917.900207, 827041.359699, 4457847.268416, 4294763.762224, 4779433.324306, 4384479.450699999, 4465835.720660999, 4501158.3404169995, 4314240.926026, 4896897.5982679995, 4345321.225099001, 4485214.622908, 4462162.417819, 4473670.110915999, 4380190.250689, 4409742.150438, 4381090.026544, 4448536.848282, 4336232.728215001, 4385739.737655, 4439803.467463999, 4435253.546702999, 9744655.446511, 50099520.337522, 17754859.51867, 48785525.708293, 11919648.027657, 15137251.7075, 25920512.3672, 24573331.387326, 45192079.44754899, 45853002.898146, 5392462.588395, 12863065.547598, 4968782.3475440005, 7760336.847197001, 49562167.997457, 60824048.017546, 15565639.137885995, 26706656.26803, 12317111.387728, 12317111.387657]"
stoic-galaxy-4262,50,0.3,2e-07,tpcds_random_10_MAB_rep20_round20,0.8,0,1221142850.3819704,"[79563047.59667699, 78622747.096123, 60164280.55521401, 14941032.231605995, 111497276.528591, 21178785.185235005, 45619090.164483, 82955637.79769297, 181452093.892484, 36137582.126126, 44410401.765869, 130540543.001077, 11861568.931946998, 17566004.999373, 54494229.86683999, 79786279.331055, 20544525.238529995, 121200220.434557, 15019925.681929002, 13587577.956561005]"
ethereal-tree-4261,8,0.05,0.01,tpcds_shifting_1_MAB_80,0.8,0,1126935339.574254,"[68346537.31457901, 27099396.317746997, 35748231.014395, 1704313.354736, 27278093.098205, 24032348.751431, 8275348.130717, 30592632.926877, 10056707.525345, 47152373.773696, 63083511.039542, 3504422.543094, 12878855.120807, 11714904.200672, 19476148.900172, 15386150.183012, 17859603.748244002, 16368324.714848, 36592178.164648, 30208323.373475, 3744810.953174, 1493578.237733, 1000551.421302, 1139143.948134, 1105342.987997, 1317394.3012079997, 912393.812981, 1754902.8221249997, 1252728.8820369998, 1093232.832225, 1246687.771979, 1120171.2320870005, 1108944.2822, 1215744.4090689998, 952618.588951, 1126282.121981, 1123198.762307, 1191311.572361, 1025134.952878, 897961.1531800001, 4457847.271757999, 4294763.769397, 4779433.326849, 4384479.446976999, 4468614.638352999, 4592531.397744, 4339791.097525, 4831656.487872, 4409033.252122, 4419973.514697, 4396921.317489, 4404755.904834, 4376517.226218, 4939856.008723999, 4911318.199135999, 4909649.6992109995, 4401321.039426, 4464782.839003, 4439969.59938, 4435253.548246999, 9744655.44552, 50099520.33286701, 17754859.517753, 48785525.709983, 11919648.029091, 15137251.718124, 25920512.367919, 24573331.391441997, 45192079.460104, 45853002.910872, 5392462.587295, 12863065.547212, 4968782.347402001, 7598899.187622, 49562167.997232, 60824048.017422, 15565639.137378998, 26706656.267652, 12317111.387019, 12317111.387231]"
olive-bush-4260,25,0.3,2e-07,tpcds_random_10_MAB_rep20_round20,0.8,0,1221142850.6711931,"[79563047.58471999, 78622747.09653099, 60164280.558013014, 14941032.232348995, 111497276.531219, 21178785.185434, 45619090.166394, 82955637.80111097, 181452093.89366505, 36137582.126475, 44410401.77142599, 130540543.005635, 11861568.934832, 17566005.00852, 54494229.90959799, 79786279.373989, 20544525.288557995, 121200220.477775, 15019925.732815, 13587577.992134005]"
wild-frost-4258,5,0.05,0.01,tpcds_shifting_1_MAB_80,0.8,0,1127078401.968601,"[68346537.285156, 27099396.261223, 35748230.959217, 1704313.325991, 27278093.079222, 24032348.745124, 8275348.069409001, 30653152.785268, 9618435.741628, 46509057.053086005, 63083511.024395, 3504422.558656, 13012419.845419, 11644762.152091, 20919838.708797, 15616846.117572, 17863672.31375, 15071319.193587, 36499521.63196501, 30204885.608840004, 3744810.977501, 1493578.304512, 1000551.443628, 1139143.9657929998, 1105343.000728, 2432886.280205, 908188.342454, 980559.801264, 1262133.689846, 1101718.791816, 1236808.2443110002, 1129881.563508, 1108944.300014, 1215744.4301689998, 2071477.813358, 1125349.131714, 1123561.77773, 1189740.750778, 1025134.971171, 896274.4425980002, 4457847.315955, 4360004.928967, 4779433.342934, 4319238.359197, 4465835.756337999, 4501158.351024999, 4405032.229831999, 4370472.556163, 4345405.321479, 4420057.607362, 4397005.409042, 4408513.105682, 4380190.255303, 4478656.395260999, 4384771.045516, 4383295.738580001, 4339906.143422, 4916013.569726999, 4378589.298632, 4373709.582135, 9742442.474663, 50099520.341289, 17754859.51834, 48785525.725749, 11919648.025521, 15584510.829227, 25922666.278289, 24573336.16864, 45189925.548237, 45855156.799435005, 5390308.6793410005, 12865219.462826, 5053389.920517, 7760336.857313001, 50009486.5994, 60824048.01868, 15565639.139469998, 26705078.008982997, 12317111.38815, 12317111.388485]"
olive-bird-4259,15,0.3,2e-07,tpcds_random_10_MAB_rep20_round20,0.8,0,1221142851.500395,"[79563047.58034699, 78622747.289547, 60164280.64043901, 14941032.281959996, 111497276.576252, 21178785.263513003, 45619090.207032, 82955637.85369797, 181452093.942244, 36137582.176314, 44410401.814362, 130540543.046695, 11861568.989866, 17566005.047617998, 54494229.91472199, 79786279.37866701, 20544525.283700995, 121200220.47449, 15019925.733999, 13587578.004929002]"
